2025-12-02 20:44:53 | [32mINFO[0m | AppleTrader | [CONNECTION] ✓ Connected to MT5 - Account: 68263159
2025-12-02 21:18:45 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:18:55 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:18:55 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:18:49
2025-12-02 21:18:55 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:19:05 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:19:05 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:19:00
2025-12-02 21:19:05 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:19:15 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:19:15 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:19:09
2025-12-02 21:19:15 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:19:25 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:19:25 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:19:24
2025-12-02 21:19:25 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:19:35 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:19:35 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:19:29
2025-12-02 21:19:35 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:19:45 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:19:45 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:19:39
2025-12-02 21:19:45 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:19:55 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:19:55 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:19:47
2025-12-02 21:19:55 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:20:05 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:20:05 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:20:00
2025-12-02 21:20:05 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:20:15 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:20:15 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:20:15
2025-12-02 21:20:15 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:20:25 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:20:25 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:20:19
2025-12-02 21:20:25 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:20:35 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:20:35 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:20:28
2025-12-02 21:20:35 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:20:45 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:20:45 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:20:39
2025-12-02 21:20:45 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:20:55 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:20:55 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:20:49
2025-12-02 21:20:55 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:21:05 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:21:05 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:20:59
2025-12-02 21:21:05 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:21:15 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:21:15 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:21:10
2025-12-02 21:21:15 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:21:25 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:21:25 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:21:18
2025-12-02 21:21:25 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:21:35 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:21:35 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:21:27
2025-12-02 21:21:35 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:21:45 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:21:45 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:21:44
2025-12-02 21:21:45 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:21:55 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:21:55 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:21:49
2025-12-02 21:21:55 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:22:05 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:22:05 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:22:00
2025-12-02 21:22:05 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:22:15 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:22:15 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:22:09
2025-12-02 21:22:15 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:22:25 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:22:25 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:22:19
2025-12-02 21:22:25 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:22:35 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:22:35 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:22:29
2025-12-02 21:22:35 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:22:45 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:22:45 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:22:44
2025-12-02 21:22:45 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:22:55 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:22:55 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:22:49
2025-12-02 21:22:55 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:23:05 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:23:05 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:22:59
2025-12-02 21:23:05 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:23:15 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:23:15 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:23:03
2025-12-02 21:23:15 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:23:25 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:23:25 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:23:16
2025-12-02 21:23:25 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:23:35 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:23:35 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:23:29
2025-12-02 21:23:35 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:23:45 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:23:45 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:23:38
2025-12-02 21:23:45 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:23:55 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:23:55 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:23:49
2025-12-02 21:23:55 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:24:05 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:24:05 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:23:57
2025-12-02 21:24:05 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:24:15 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:24:15 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:24:10
2025-12-02 21:24:15 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:24:25 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:24:25 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:24:20
2025-12-02 21:24:25 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:24:35 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:24:35 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:24:33
2025-12-02 21:24:35 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:24:45 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:24:45 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:24:39
2025-12-02 21:24:45 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:24:55 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:24:55 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:24:49
2025-12-02 21:24:55 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:25:05 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:25:05 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:25:03
2025-12-02 21:25:05 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:25:15 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:25:15 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:25:09
2025-12-02 21:25:15 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:25:25 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:25:25 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:25:19
2025-12-02 21:25:25 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:25:35 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:25:35 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:25:29
2025-12-02 21:25:35 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:25:45 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:25:45 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:25:40
2025-12-02 21:25:45 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:25:55 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:25:55 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:25:51
2025-12-02 21:25:55 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:26:05 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:26:05 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:25:59
2025-12-02 21:26:05 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:26:15 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:26:15 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:26:09
2025-12-02 21:26:15 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:26:25 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:26:25 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:26:19
2025-12-02 21:26:25 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:26:35 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:26:35 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:26:27
2025-12-02 21:26:35 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:26:45 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:26:45 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:26:40
2025-12-02 21:26:45 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:26:55 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:26:55 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:26:51
2025-12-02 21:26:55 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:27:05 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:27:05 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:27:02
2025-12-02 21:27:05 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:27:15 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:27:15 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:27:09
2025-12-02 21:27:15 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:27:25 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:27:25 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:27:19
2025-12-02 21:27:25 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:27:35 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:27:35 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:27:33
2025-12-02 21:27:35 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:27:45 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:27:45 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:27:45
2025-12-02 21:27:45 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:27:55 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:27:55 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:27:49
2025-12-02 21:27:55 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:28:05 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:28:05 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:28:00
2025-12-02 21:28:05 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:28:15 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:28:15 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:28:09
2025-12-02 21:28:15 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:28:25 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:28:25 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:28:17
2025-12-02 21:28:25 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:28:35 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:28:35 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:28:29
2025-12-02 21:28:35 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:28:45 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:28:45 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:28:39
2025-12-02 21:28:45 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:28:55 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:28:55 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:28:48
2025-12-02 21:28:55 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:29:05 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:29:05 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:29:00
2025-12-02 21:29:05 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:29:15 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:29:15 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:29:10
2025-12-02 21:29:15 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:29:25 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:29:25 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:29:18
2025-12-02 21:29:25 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:29:35 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:29:35 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:29:29
2025-12-02 21:29:35 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:29:45 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:29:45 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:29:39
2025-12-02 21:29:45 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:29:55 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:29:55 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:29:53
2025-12-02 21:29:55 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:30:05 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:30:05 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:30:03
2025-12-02 21:30:05 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:30:15 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:30:15 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:30:09
2025-12-02 21:30:15 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:30:25 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:30:25 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:30:19
2025-12-02 21:30:25 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:30:35 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:30:35 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:30:29
2025-12-02 21:30:35 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:30:45 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:30:45 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:30:41
2025-12-02 21:30:45 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:30:55 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:30:55 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:30:48
2025-12-02 21:30:55 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:31:05 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:31:05 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:31:00
2025-12-02 21:31:05 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:31:15 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:31:15 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:31:08
2025-12-02 21:31:15 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:31:25 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:31:25 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:31:24
2025-12-02 21:31:25 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:31:35 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:31:35 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:31:28
2025-12-02 21:31:35 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:31:45 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:31:45 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:31:39
2025-12-02 21:31:45 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:31:55 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:31:55 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:31:47
2025-12-02 21:31:55 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:32:05 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:32:05 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:32:00
2025-12-02 21:32:05 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:32:15 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:32:15 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:32:15
2025-12-02 21:32:15 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:32:25 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:32:25 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:32:18
2025-12-02 21:32:25 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:32:35 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:32:35 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:32:29
2025-12-02 21:32:35 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:32:45 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:32:45 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:32:39
2025-12-02 21:32:45 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:32:55 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:32:55 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:32:47
2025-12-02 21:32:55 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:33:05 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:33:05 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:32:57
2025-12-02 21:33:05 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:33:15 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:33:15 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:33:08
2025-12-02 21:33:15 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:33:25 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:33:25 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:33:19
2025-12-02 21:33:25 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:33:35 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:33:35 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:33:29
2025-12-02 21:33:35 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:33:45 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:33:45 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:33:43
2025-12-02 21:33:45 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:33:55 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:33:55 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:33:47
2025-12-02 21:33:55 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:34:05 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:34:05 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:34:02
2025-12-02 21:34:05 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:34:15 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:34:15 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:34:09
2025-12-02 21:34:15 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:34:25 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:34:25 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:34:18
2025-12-02 21:34:25 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:34:35 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:34:35 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:34:29
2025-12-02 21:34:35 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:34:45 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:34:45 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:34:39
2025-12-02 21:34:45 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:34:55 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:34:55 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:34:52
2025-12-02 21:34:55 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:35:05 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:35:05 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:34:57
2025-12-02 21:35:05 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:35:15 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:35:15 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:35:09
2025-12-02 21:35:15 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:35:25 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:35:25 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:35:18
2025-12-02 21:35:25 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:35:35 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:35:35 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:35:30
2025-12-02 21:35:35 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:35:45 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:35:45 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:35:38
2025-12-02 21:35:45 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:35:55 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:35:55 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:35:48
2025-12-02 21:35:55 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:36:05 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:36:05 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:35:59
2025-12-02 21:36:05 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:36:15 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:36:15 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:36:09
2025-12-02 21:36:15 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:36:25 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:36:25 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:36:19
2025-12-02 21:36:25 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:36:35 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:36:35 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:36:29
2025-12-02 21:36:35 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:36:45 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:36:45 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:36:41
2025-12-02 21:36:45 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:36:55 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:36:55 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:36:54
2025-12-02 21:36:55 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:37:05 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:37:05 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:36:59
2025-12-02 21:37:05 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:37:15 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:37:15 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:37:09
2025-12-02 21:37:15 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:37:25 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:37:25 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:37:21
2025-12-02 21:37:25 | DEBUG    | AppleTrader | Market data updated from IPC file
